"File Name","Collection Name#1","Collection Description#1","Work Type#1","Work Type Vocab#1","Work Type Refid#1","Work Type#2","Work Type Vocab#2","Work Type Refid#2","Work Title#1","Work Title Type#1","Work Agent Name#1","Work Agent Name Vocab#1","Work Agent Name Refid#1","Work Agent Name Type#1","Work Agent Role#1","Work Agent Role Vocab#1","Work Agent Role Refid#1","Work Agent Name#2","Work Agent Name Vocab#2","Work Agent Name Refid#2","Work Agent Name Type#2","Work Agent Role#2","Work Agent Role Vocab#2","Work Agent Role Refid#2","Work Agent Name#3","Work Agent Name Type#3","Work Date#1","Work Date Type#1","Work Date#2","Work Date Type#2","Subject Term#1","Subject Type#1","Subject Vocab#1","Subject Refid#1","Subject Term#2","Subject Type#2","Subject Vocab#2","Subject Refid#2","Subject Term#3","Subject Type#3","Location Name#1","Location Type#1","Location Refid#1","Location Name#10","Location Type#10","Location Refid#10","Location Name#2","Location Type#2","Location Refid#2","Location Name#3","Location Type#3","Location Refid#3","Location Name#4","Location Type#4","Location Refid#4","Location Name#5","Location Type#5","Location Refid#5","Location Name#6","Location Type#6","Location Refid#6","Location Name#7","Location Type#7","Location Refid#7","Location Name#8","Location Type#8","Location Refid#8","Location Name#9","Location Type#9","Location Refid#9","Repository Location Name#1","Repository Location Type#1","Work Measurements#1","Work Measurement#1","Work Measurement Type#1","Work Measurement Unit#1","Work Measurement#2","Work Measurement Type#2","Work Measurement Unit#2","Technique#1","Technique Vocab#1","Technique Refid#1","Technique#2","Technique Vocab#2","Technique Refid#2","Technique#3","Technique Vocab#3","Technique Refid#3","Inscription Text#1","Inscription Text Type#1","Inscription Position#1","Inscription Text#2","Inscription Text Type#2","Cultural Context#1","Cultural Context Vocab#1","Cultural Context Refid#1","Work Description#1","Work Description#2","Relation#1","Relation Type#1","Relation Relids#1","Relation href#1","Image Rights#1","Image Title#1","Image Title Type#1","Image Date#1","Image Date Type#1","Image Work Type#1","Image Work Type Vocab#1","Identifier ARK#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"nspc_wolff_singlesCivilWarCarte_56","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","300127141","","","","Andrew Johnson","repository","Philadelphia photographic Co.","","","corporate","","","","","","","","","","","","","1860/1862","creation","","","United StatesHistoryCivil War, 1861-1865","conceptTopic","lcsh","sh 85140205","","","","","","","Philadelphia","creation","7014406","","","","Pennsylvania","creation","7007710","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","300133274","","","","","","","64. Johnson","text","album index","","","American","ulan","990110","","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Andrew Johnson","generalView","7/31/2013","creation","digital image","vra","https://ark.colorado.edu/ark:/47540/6r5w9p20v2fz","1088208","202","nspc_wolff_singlesCivilWarCarte_56.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1088208~140774"
"Wolff_AsiaAfricaEurope_singles_087","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Aphrodite of Milos","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Paris, France","geographic","7008038","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen prints","aat","300127121","","","","","","","""No 60. Paris. Musee de Louvre, la Venus de Milo. L.P. Phot.""","text","","","","","","","Image No. 87. ""Plate No. 60. Paris. Musee de Louvre, la Venus de Milo. L.P. Phot."" 8 1/2 x 10 3/4 photo, mounted. c. 1880.","Aphrodite of Milos = ???????? ??? ?????, Aphrodit? t?s M?lou","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Aphrodite of Milos","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/v11r0d09f5hg","1093782","202","Wolff_AsiaAfricaEurope_singles_087.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1093782~133067"
"Wolff_AsiaAfricaEurope_singles_059","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Apollo and Daphne, by Bernini","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Rome, Italy","geographic","7000874","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen prints","aat","300127121","","","","","","","""1919. Apollo e Dafne de Bernini. Villa Borghese.""","text","","","","","","","Image No. 59. ""Plate No. 1919. Apollo e Daine de Bernini. Villa Borghese."" 7 3/4 x 7 1/8 photo, mounted. c. 1880.","(=Apollo and Daphne) Bernini, Gian Lorenzo","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Apollo and Daphne, by Bernini","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/4z7k3895v776","1093371","202","Wolff_AsiaAfricaEurope_singles_059.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1093371~133039"
"Wolff_AsiaAfricaEurope_singles_002","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Ashi Lake","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Hakone, Japan","geographic","1080030","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","hand coloring","aat","300133555","","","","""Hakone Lake""","caption","","","","","","","Image No. 2. ""Hakone Lake"" titled in ink and ""Hakone"" titled in plate. 5 1/4 x 3 1/2 mounted photo c. 1890","(= Ashi Lake = Ashi-no-ko) in Kanagawa Prefecture of Honsh? Island.","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Ashi Lake","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/8j6s4b2327q1","1092500","202","Wolff_AsiaAfricaEurope_singles_002.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092500~132982"
"wolff_asiaAfricaEurope","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","photograph albums","aat","300026695","","","","Asia, Africa, and Europe","cited","","","","","","","","","","","","","","","","","1875/1897","creation","","","","","","","","","","","","","Japan","geographic","1000120","","","","Egypt","geographic","7016833","Greece","geographic","1000074","Italy","geographic","1000080","Turkey","geographic","1000144","France","geographic","1000070","Sri Lanka","geographic","1000110","Singapore","geographic","7000381","Hong Kong","geographic","7004542","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","albumen process","aat","300133274","","","","","","","","","","","","Disbound gilt dec. album. 102 photos (Albumen or Silverprint). 21 of Japan, including earthquake at Gifu and Ohgaki, Oct. 28, 1897. Ceylon by Scowen & Co. Egypt by L. Fiorillo. 8 1/2 x 11 and smaller. C. 1875-1897. (See details, grouped later).","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Asia, Africa, and Europe","generalView","","","","","https://ark.colorado.edu/ark:/47540/8j249386d43b","526770","202","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-74-NA/1737/nspc_wolff_asiaAfricaEurope_0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~526770~133190"
"Wolff_AsiaAfricaEurope_singles_082","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Assumption of the Virgin, by Sirani","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Italy","geographic","1000080","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen prints","aat","300127121","","","","","","","""Sirani Gio. Andrea di Bologna 1610 1670.""","text","","","","","","","Image No. 82. Photographic reproduction of painting. 6 5/8 x 10 1/8, mounted. c. 1880.","Sirani's Assumption of the Virgin","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Assumption of the Virgin, by Sirani","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/1n2q3835k66v","1093709","202","Wolff_AsiaAfricaEurope_singles_082.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1093709~133062"
"Wolff_AsiaAfricaEurope_singles_081","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Assumption of the Virgin, by Titian","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Venice, Italy","geographic","7018159","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen prints","aat","300127121","","","","","","","""Head of the Virgin in Titian's most famous picture of the Ascension, Venice.""","caption","","","","","","","Image No. 81. ""Head of the Virgin in Titian's most famous picture of the Ascension, Venice"" titled in ink and ""C. Naya"" titled in plate. 4 x 5 3/8 photo, mounted. c. 1880.","Mis-titled: this is from Titian's Assumption of the Virgin","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Assumption of the Virgin, by Titian","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/h4845w67k3f2","1093694","202","Wolff_AsiaAfricaEurope_singles_081.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1093694~133061"
"Wolff_AsiaAfricaEurope_singles_093","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Atalanta and Hippomenes","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Naples, Italy","geographic","7004474","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen prints","aat","300127121","","","","","","","""6821. Napoli. Museo Nazionale. La Corse de Atlanta e d'Ippomeme. Guido Reni.""","text","","","","","","","Image No. 93. ""Plate No. 6821. Napoli. Museo Nazionale. La Corse de Atlanta e d'Ippomeme. Guido Reni."" 9 3/4 x 7 3/4 photo, mounted. c. 1880.","Atalanta and Hippomenes.","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Atalanta and Hippomenes","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/c03w708629gk","1093871","202","Wolff_AsiaAfricaEurope_singles_093.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1093871~133073"
"Wolff_AsiaAfricaEurope_singles_015","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Band of Shinto priests playing in temple","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Japan","geographic","1000120","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","","","","","","","""This is a band of Shinto priests as they play in the temple. The chief priest has a mask on.""","caption","","""Dancing Of Shinto Priests.""","text","","","","Image No. 15. ""This is a band of Shinto priests as they play in the Temple. The chief priest has a mask on"" titled in ink and ""Dancing Of Shinto Priests"" titled in plate. 5 1/4 x 3 1/2 sepia photo, mounted. c. 1897.","Shows 3 seated musicians: 2 drummers and a player of the fue (Japanese transverse flute). The standing figure wears a white mask.","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Band of Shinto priests playing in temple","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/071b6g4947nn","1092697","202","Wolff_AsiaAfricaEurope_singles_015.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092697~132995"
"Wolff_AsiaAfricaEurope_singles_014","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Bazaar street in the Asakusa district, Tokyo","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","T?ky?, Japan","geographic","7004472","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","","","","","","","""This is the bazaar street in the Asakusa district, Tokio. The two figures in white are policemen.""","caption","","""Asakusa.""","text","","","","Image No. 14. ""This is the baaar street in the Asakusa district, Tokio. The two figures in white are policemen"" titled in ink and ""Asakusa"" titled in plate. 5 1/8 x 3 1/2 sepia photo, mounted. c. 1897.","Market scene with passing shoppers (mostly in kimonos & with parasols).","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Bazaar street in the Asakusa district, Tokyo","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/1c5b80346463","1092681","202","Wolff_AsiaAfricaEurope_singles_014.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092681~132994"
"nspc_wolff_singlesCivilWarCarte_28","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","300127141","","","","Brig. Gen. ""Stonewall"" Jackson","repository","Earles' Galleries and Looking Glass Warehouse","","","corporate","","","","Anthony, E.","","","corporate","","","","","","1862","creation","","","United StatesHistoryCivil War, 1861-1865","conceptTopic","lcsh","sh 85140205","","","","","","","New York","creation","7007567","","","","New York","creation","7007568","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","300133274","","","","","","","28. Stonewall Jackson","text","album index","","","American","ulan","990110","","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Brig. Gen. ""Stonewall"" Jackson","generalView","7/31/2013","creation","digital image","vra","https://ark.colorado.edu/ark:/47540/w9585f3199kf","1087620","202","nspc_wolff_singlesCivilWarCarte_28.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087620~140746"
"nspc_wolff_singlesCivilWarCarte_42","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","300127141","","","","Capt. John Ericsson","repository","Charles D. Fredricks & Co.","","","corporate","","","","","","","","","","","","","1861","creation","","","United StatesHistoryCivil War, 1861-1865","conceptTopic","lcsh","sh 85140205","","","","","","","New York","creation","7007567","","","","New York","creation","7007568","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","300133274","","","","","","","46. Ericson","text","album index","","","American","ulan","990110","","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Capt. John Ericsson","generalView","7/31/2013","creation","digital image","vra","https://ark.colorado.edu/ark:/47540/r5318b3253dd","1087919","202","nspc_wolff_singlesCivilWarCarte_42.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087919~140760"
"nspc_wolff_singlesCivilWarCarte_41","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","300127141","","","","Captain Charles Wilkes","repository","Brady's National Portrait Gallery","","","corporate","","","","Anthony, E.","","","corporate","","","","","","1860/1862","creation","","","United StatesHistoryCivil War, 1861-1865","conceptTopic","lcsh","sh 85140205","","","","","","","New York","creation","7007567","","","","New York","creation","7007568","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","300133274","","","","","","","45. Wilkes","text","album index","","","American","ulan","990110","Published by E. Anthony from photographic negative from Brady's National Portrait Gallery.","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Captain Charles Wilkes","generalView","7/31/2013","creation","digital image","vra","https://ark.colorado.edu/ark:/47540/np8n9p71v189","1087897","202","nspc_wolff_singlesCivilWarCarte_41.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087897~140759"
